Time (s),Voltage (V)
3217,3.108019783
3218,3.107411915
3219,3.106804048
3220,3.10619618
3221,3.105588312
3222,3.104968076
3223,3.104335162
3224,3.103702249
3225,3.103069335
3226,3.102436422
3227,3.101803509
3228,3.101170595
3229,3.100537682
3230,3.099904768
3231,3.099271855
3232,3.098638942
3233,3.097983776
3234,3.097325436
3235,3.096667096
3236,3.096008756
3237,3.095350416
3238,3.094692075
3239,3.094033735
3240,3.093375395
3241,3.092717055
3242,3.092050566
3243,3.091366625
3244,3.090682683
3245,3.089998742
3246,3.089314801
3247,3.088630859
3248,3.087946918
3249,3.087262976
3250,3.086579035
3251,3.085895094
3252,3.085190512
3253,3.084479463
3254,3.083768414
3255,3.083057365
3256,3.082346316
3257,3.081635267
3258,3.080924218
3259,3.08021317
3260,3.079502121
3261,3.078785211
3262,3.078045514
3263,3.077305816
3264,3.076566119
3265,3.075826421
3266,3.075086723
3267,3.074347026
3268,3.073607328
3269,3.072867631
3270,3.072127933
3271,3.071368635
3272,3.070598675
3273,3.069828716
3274,3.069058756
3275,3.068288796
3276,3.067518837
3277,3.066748877
3278,3.065978917
3279,3.065208958
3280,3.064436093
3281,3.063634151
3282,3.062832208
3283,3.062030266
3284,3.061228324
3285,3.060426382
3286,3.05962444
3287,3.058822498
3288,3.058020556
3289,3.057218614
3290,3.056398608
3291,3.055562837
3292,3.054727067
3293,3.053891296
3294,3.053055526
3295,3.052219755
3296,3.051383985
3297,3.050548214
3298,3.049712444
3299,3.048876673
3300,3.048005877
3301,3.047134262
3302,3.046262647
3303,3.045391031
3304,3.044519416
3305,3.043647801
3306,3.042776186
3307,3.041904571
3308,3.041032955
3309,3.040145317
3310,3.039235578
3311,3.038325839
3312,3.037416101
3313,3.036506362
3314,3.035596623
3315,3.034686884
3316,3.033777145
3317,3.032867406
3318,3.031957667
3319,3.031012748
3320,3.030062264
3321,3.02911178
3322,3.028161296
3323,3.027210812
3324,3.026260329
3325,3.025309845
3326,3.024359361
3327,3.023408877
3328,3.022445712
3329,3.021453865
3330,3.020462018
3331,3.019470171
3332,3.018478324
3333,3.017486476
3334,3.016494629
3335,3.015502782
3336,3.014510935
3337,3.013489434
3338,3.012455548
3339,3.011421663
3340,3.010387778
3341,3.009353893
3342,3.008320007
3343,3.007286122
3344,3.006252237
3345,3.005213626
3346,3.004134404
3347,3.003055182
3348,3.001975961
3349,3.000896739
3350,2.999817518
3351,2.998738296
3352,2.997659074
3353,2.996579853
3354,2.995475964
3355,2.99434771
3356,2.993219456
3357,2.992091201
3358,2.990962947
3359,2.989834692
3360,2.988706438
3361,2.987578184
3362,2.986449929
3363,2.985273623
3364,2.984092089
3365,2.982910556
3366,2.981729023
3367,2.98054749
3368,2.979365957
3369,2.978184424
3370,2.97700289
3371,2.975803698
3372,2.974563444
3373,2.973323191
3374,2.972082937
3375,2.970842683
3376,2.969602429
3377,2.968362175
3378,2.967121922
3379,2.965881668
3380,2.964595723
3381,2.963290154
3382,2.961984586
3383,2.960679018
3384,2.95937345
3385,2.958067882
3386,2.956762314
3387,2.955456746
3388,2.954144466
3389,2.952770687
3390,2.951396908
3391,2.950023128
3392,2.948649349
3393,2.94727557
3394,2.945901791
3395,2.944528012
3396,2.94312824
3397,2.941681724
3398,2.940235208
3399,2.938788691
3400,2.937342175
3401,2.935895658
3402,2.934449142
3403,2.933002626
3404,2.9315078
3405,2.929982897
3406,2.928457993
3407,2.92693309
3408,2.925408186
3409,2.923883283
3410,2.922358379
3411,2.92078254
3412,2.919179194
3413,2.917575848
3414,2.915972502
3415,2.914369157
3416,2.912765811
3417,2.911130771
3418,2.90944382
3419,2.907756869
3420,2.906069919
3421,2.904382968
3422,2.902696017
3423,2.90099859
3424,2.899215391
3425,2.897432191
3426,2.895648991
3427,2.893865791
3428,2.892082592
3429,2.890299392
3430,2.888429393
3431,2.886542687
3432,2.884655982
3433,2.882769276
3434,2.88088257
3435,2.878973672
3436,2.876973369
3437,2.874973067
3438,2.872972764
3439,2.870972462
3440,2.868972159
3441,2.86689844
3442,2.86476517
3443,2.862631899
3444,2.860498629
3445,2.858365358
3446,2.856232087
3447,2.853956438
3448,2.851666519
3449,2.8493766
3450,2.847086681
3451,2.844796762
3452,2.842456482
3453,2.839977008
3454,2.837497534
3455,2.83501806
3456,2.832538585
3457,2.830059111
3458,2.827441159
3459,2.824739214
3460,2.822037269
3461,2.819335323
3462,2.816633378
3463,2.813789939
3464,2.810827677
3465,2.807865416
3466,2.804903155
3467,2.801940894
3468,2.798825538
3469,2.79553379
3470,2.792242041
3471,2.788950293
3472,2.785658544
3473,2.782211414
3474,2.778516849
3475,2.774822285
3476,2.771127721
3477,2.767433157
3478,2.763336392
3479,2.759148163
3480,2.754959934
3481,2.750771705
3482,2.746425537
3483,2.74158925
3484,2.736752962
3485,2.731916675
3486,2.727080388
3487,2.721697924
3488,2.716049717
3489,2.71040151
3490,2.704753303
3491,2.698570708
3492,2.691966161
3493,2.685361615
3494,2.678757068
3495,2.671205589
3496,2.663495154
3497,2.655784718
3498,2.647376656
3499,2.638334856
3500,2.629293057
3501,2.619927507
3502,2.609197091
3503,2.598466675
3504,2.587736259
3505,2.575260845
3506,2.562500079
3507,2.549739312
3508,2.53488374
3509,2.519688324
3510,2.504492909
